1635889888.633, 67
1635889889.638, 66
1635889891.65, 67
1635889892.642, 66
1635889896.633, 67
1635889897.634, 66
1635889900.646, 67
1635889901.64, 66
1635889902.651, 67
1635889903.627, 68
1635889904.636, 66
1635889905.636, 67
1635889906.664, 66
1635889908.631, 67
1635889914.632, 66
1635889915.641, 67
1635889920.633, 68
1635889921.661, 67
1635889926.651, 68
1635889927.628, 67
1635889930.662, 68
1635889935.624, 67
1635889937.649, 68
1635889940.649, 67
1635889941.655, 68
1635889943.665, 67
1635889944.634, 68
1635889945.636, 67
1635889946.652, 68
1635889973.643, 69
1635889974.639, 68
1635889986.645, 69
1635889987.65, 68
1635889998.633, 69
1635889999.637, 68
1635890008.647, 69
1635890009.661, 68
1635890012.667, 69
1635890013.651, 68
1635890016.703, 69
1635890017.682, 68
1635890019.626, 69
1635890020.628, 68
1635890021.655, 69
1635890022.647, 68
1635890023.634, 69
1635890024.627, 68
1635890025.63, 69
1635890028.628, 68
1635890029.639, 69
1635890030.63, 68
1635890031.62, 69
1635890033.633, 68
1635890034.647, 69
1635890043.625, 70
1635890044.646, 69
1635890047.693, 70
1635890049.639, 69
1635890058.644, 70
1635890059.634, 69
1635890078.636, 70
1635890079.633, 69
1635890081.64, 70
1635890083.63, 69
1635890084.632, 70
1635890087.635, 69
1635890090.639, 70
1635890091.634, 69
1635890092.654, 70
1635890097.625, 69
1635890098.622, 70
1635890104.664, 69
1635890105.625, 70
1635890148.632, 71
1635890149.637, 70
1635890174.631, 71
1635890176.621, 70
1635890177.629, 71
1635890178.63, 72
1635890179.634, 71
1635890182.627, 72
1635890184.652, 71
1635890185.668, 70
1635890186.618, 71
1635890194.637, 72
1635890195.63, 71
1635890198.644, 72
1635890200.618, 71
1635890202.654, 72
1635890205.642, 71
1635890206.636, 72
1635890210.633, 71
1635890211.63, 72
1635890238.656, 73
1635890239.637, 72
1635890253.633, 73
1635890254.634, 72
1635890285.625, 73
1635890286.659, 72
1635890287.635, 73
1635890288.642, 75
1635890289.651, 73
1635890290.623, 72
1635890291.644, 73
1635890293.666, 72
1635890294.639, 73
1635890298.629, 74
1635890299.637, 73
1635890303.629, 72
1635890304.649, 73
1635890323.637, 75
1635890324.659, 73
1635890328.629, 74
1635890329.625, 73
1635890331.629, 74
1635890335.652, 73
1635890336.631, 74
1635890338.643, 73
1635890339.625, 74
1635890341.642, 73
1635890342.628, 74
1635890348.71, 75
1635890351.643, 74
1635890353.646, 75
1635890355.64, 74
1635890356.635, 75
1635890363.644, 74
1635890364.623, 75
1635890367.628, 74
1635890368.64, 75
1635890369.639, 74
1635890370.631, 75
1635890372.621, 74
1635890373.627, 75
1635890384.663, 74
1635890385.628, 75
1635890418.673, 76
1635890419.648, 75
1635890422.631, 76
1635890423.637, 75
1635890428.642, 76
1635890429.643, 75
1635890435.629, 76
1635890436.638, 75
1635890441.633, 76
1635890442.632, 75
1635890444.667, 76
1635890446.655, 75
1635890449.624, 76
1635890450.628, 75
1635890452.623, 76
1635890456.636, 75
1635890458.622, 76
1635890459.632, 75
1635890460.634, 76
1635890463.636, 77
1635890464.633, 76
1635890466.627, 75
1635890468.628, 76
1635890478.632, 77
1635890479.649, 76
1635890494.654, 75
1635890495.662, 76
1635890498.642, 77
1635890499.629, 76
1635890503.633, 77
1635890505.639, 76
1635890511.662, 77
1635890512.636, 76
1635890515.624, 77
1635890516.621, 76
1635890519.665, 77
1635890520.638, 76
1635890521.662, 77
1635890522.653, 76
1635890524.635, 77
1635890527.659, 76
1635890528.638, 77
1635890529.625, 76
1635890530.625, 77
1635890532.635, 76
1635890533.628, 77
